"LogD","All_fragments","Counts","All_fragments_h","AMW","SMILES_H"
0.885,"*CC#CN1CCOCC1",1,"CC#CN1CCOCC1",125.171,"[H]C([H])([H])C#CN1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H]"
1.029,"*c1ccc(C(O)C(C)O)cc1",1,"CC(O)C(O)c1ccccc1",152.19299999999998,"[H]OC([H])(c1c([H])c([H])c([H])c([H])c1[H])C([H])(O[H])C([H])([H])[H]"
2.763,"*CCC1C(C(=O)OC)=COC(*)C1C=C",1,"C=CC1COC=C(C(=O)OC)C1CC",196.24599999999995,"[H]C([H])=C([H])C1([H])C([H])([H])OC([H])=C(C(=O)OC([H])([H])[H])C1([H])C([H])([H])C([H])([H])[H]"
2.178,"*N=C(SC)SC",1,"CSC(=N)SC",121.22999999999999,"[H]N=C(SC([H])([H])[H])SC([H])([H])[H]"
0.622,"*OCC1C=CCC(=C)C2CC(C)(CO*)C2CC1=O",1,"C=C1CC=CC(CO)C(=O)CC2C1CC2(C)CO",250.33799999999994,"[H]OC([H])([H])C1([H])C(=O)C([H])([H])C2([H])C([H])(C(=C([H])[H])C([H])([H])C([H])=C1[H])C([H])([H])C2(C([H])([H])[H])C([H])([H])O[H]"
0.874,"*C(=O)C(F)(F)F",1,"O=CC(F)(F)F",98.02300000000001,"[H]C(=O)C(F)(F)F"
-0.018,"*C(=O)C1CCC(C(*)=O)S1",1,"O=CC1CCC(C=O)S1",144.195,"[H]C(=O)C1([H])SC([H])(C([H])=O)C([H])([H])C1([H])[H]"
1.011,"*C1CC(OO)CCC1=C",1,"C=C1CCC(OO)CC1",128.17099999999996,"[H]OOC1([H])C([H])([H])C([H])([H])C(=C([H])[H])C([H])([H])C1([H])[H]"
-0.559,"*C(=O)NC",1,"CNC=O",59.068000000000005,"[H]C(=O)N([H])C([H])([H])[H]"
1.121,"*C(=O)CCCCCF",1,"O=CCCCCCF",118.15100000000001,"[H]C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])F"
-0.834,"*NC1CCCN1*",1,"NC1CCCN1",86.138,"[H]N([H])C1([H])N([H])C([H])([H])C([H])([H])C1([H])[H]"
1.23,"*OCC(=CC)C(=O)OCc1ccn2c1C(*)CC2*",1,"CC=C(CO)C(=O)OCc1ccn2c1CCC2",235.28299999999993,"[H]OC([H])([H])C(C(=O)OC([H])([H])c1c([H])c([H])n2c1C([H])([H])C([H])([H])C2([H])[H])=C([H])C([H])([H])[H]"
-1.318,"*CC1(*)CC(O)OC1O*",1,"CC1CC(O)OC1O",118.13199999999998,"[H]OC1([H])OC([H])(O[H])C([H])(C([H])([H])[H])C1([H])[H]"
1.858,"*c1csc(C(C)C)n1",1,"CC(C)c1nccs1",127.21199999999999,"[H]c1nc(C([H])(C([H])([H])[H])C([H])([H])[H])sc1[H]"
0.516,"*CC(O)C(C)C(=CC(*)=O)OC",1,"COC(=CC=O)C(C)C(C)O",158.19699999999997,"[H]OC([H])(C([H])([H])[H])C([H])(C(OC([H])([H])[H])=C([H])C([H])=O)C([H])([H])[H]"
-1.238,"*C(=O)c1cc[nH]c(=N)n1",1,"N=c1nc(C=O)cc[nH]1",123.11499999999997,"[H]N=c1nc(C([H])=O)c([H])c([H])n1[H]"
0.771,"*C(=O)C(C)NOCc1ccccc1",1,"CC(C=O)NOCc1ccccc1",179.21900000000002,"[H]C(=O)C([H])(N([H])OC([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H]"
-0.158,"*CS(=O)(=O)CC=C",1,"C=CCS(C)(=O)=O",120.17299999999997,"[H]C([H])=C([H])C([H])([H])S(=O)(=O)C([H])([H])[H]"
0.917,"*CC(C)CN(C)C",1,"CC(C)CN(C)C",101.19299999999998,"[H]C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]"
1.817,"*c1ccc(NC)cc1",1,"CNc1ccccc1",107.15599999999998,"[H]c1c([H])c([H])c(N([H])C([H])([H])[H])c([H])c1[H]"
-0.621,"*C(=O)CC(CNC(N)C(=O)O)C(=O)O",1,"NC(NCC(CC=O)C(=O)O)C(=O)O",204.182,"[H]OC(=O)C([H])(N([H])[H])N([H])C([H])([H])C([H])(C(=O)O[H])C([H])([H])C([H])=O"
0.375,"*c1[nH]c(=N)n(C)c1SSc1c(*)[nH]c(=N)n1C",1,"Cn1c(SSc2c[nH]c(=N)n2C)c[nH]c1=N",256.36000000000007,"[H]N=c1n([H])c([H])c(SSc2c([H])n([H])c(=N[H])n2C([H])([H])[H])n1C([H])([H])[H]"
-1.714,"*NC(C#N)CC(*)=O",1,"N#CC(N)CC=O",98.10499999999999,"[H]C(=O)C([H])([H])C([H])(C#N)N([H])[H]"
-0.619,"*C(=O)C(*)Cc1c[nH]cn1",1,"O=CCCc1c[nH]cn1",124.14299999999999,"[H]C(=O)C([H])([H])C([H])([H])c1nc([H])n([H])c1[H]"
-0.523,"*CN=N",1,"CN=N",44.057,"[H]N=NC([H])([H])[H]"
0.268,"*CCCCNN=CN",1,"CCCCNN=CN",115.17999999999999,"[H]C(=NN([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])N([H])[H]"
-0.438,"*C(=O)C#N",1,"N#CC=O",55.036,"[H]C(=O)C#N"
1.959,"*C(*)C(Br)(Br)Br",1,"CC(Br)(Br)Br",266.758,"[H]C([H])([H])C(Br)(Br)Br"
-0.725,"*C(=O)C1NCC2CC21",1,"O=CC1NCC2CC21",111.14399999999999,"[H]C(=O)C1([H])N([H])C([H])([H])C2([H])C([H])([H])C12[H]"
-0.741,"*C(=O)C1(N)CC1",1,"NC1(C=O)CC1",85.10600000000001,"[H]C(=O)C1(N([H])[H])C([H])([H])C1([H])[H]"
